# EulerBlock derivatives output
# Author: Ney Rafael Secco (ney@ita.br)
# Instituto Tecnologico de Aeronautica - ITA
# Sao Jose dos Campos - Brazil

# Grid size (ii, jj)
      61      49

# Derivatives with respect to the following function (f)
cl_jlow 

# df/dMach_inf
-5.47560296E+00

# df/dalpha_inf [rad]
 1.14429505E+01

# Nodal derivatives
# i, j, X, Y, df/dX, df/dY
      22 ,       35 , -8.08770883E-01 , -2.07505139E+00 , -8.45313357E-07 , -6.22287763E-07
      23 ,       35 , -1.02249345E+00 , -1.93218154E+00 ,  2.52277467E-07 ,  2.26621498E-06
      24 ,       35 , -1.22479217E+00 , -1.76378214E+00 , -7.85850419E-07 ,  3.81490029E-07
      25 ,       35 , -1.41209311E+00 , -1.56995153E+00 , -1.91635418E-06 , -7.61385970E-07
      26 ,       35 , -1.58040592E+00 , -1.35151156E+00 , -6.50420131E-07 , -1.05916420E-07
      27 ,       35 , -1.72550879E+00 , -1.11021936E+00 , -7.55781005E-07 , -4.64770193E-07
      28 ,       35 , -1.84323131E+00 , -8.48921170E-01 ,  4.29081738E-07 , -3.72071302E-07
      29 ,       35 , -1.92981554E+00 , -5.71597801E-01 ,  1.48169088E-05 ,  3.11966987E-06
      30 ,       35 , -1.98230638E+00 , -2.83259853E-01 , -6.32118171E-05 ,  6.14475953E-06
      31 ,       35 , -1.99889846E+00 ,  1.03217600E-02 ,  8.02449099E-05 , -2.58402221E-05
      32 ,       35 , -1.97916095E+00 ,  3.03021934E-01 , -3.07778701E-05 ,  1.78371531E-05
      33 ,       35 , -1.92408394E+00 ,  5.88834146E-01 , -6.77467991E-07 ,  1.34570893E-06
      34 ,       35 , -1.83593478E+00 ,  8.62317533E-01 ,  2.29227696E-08 , -4.70578509E-07
      35 ,       35 , -1.71796267E+00 ,  1.11893501E+00 , -1.62241774E-07 , -6.74478034E-07
      36 ,       35 , -1.57402346E+00 ,  1.35523482E+00 , -4.20560042E-07 , -3.75654851E-07
      37 ,       35 , -1.40820246E+00 ,  1.56887241E+00 , -5.64896532E-07 , -7.59533713E-08
      38 ,       35 , -1.22449536E+00 ,  1.75850440E+00 , -5.35826623E-07 ,  8.28465187E-08
      39 ,       35 , -1.02657950E+00 ,  1.92360296E+00 , -1.79049134E-06 ,  4.76003741E-08
      40 ,       35 , -8.17680810E-01 ,  2.06423803E+00 ,  3.30004294E-07 ,  1.36206233E-06
      41 ,       35 , -6.00524380E-01 ,  2.18086373E+00 , -7.20567956E-06 , -2.38356227E-06
      42 ,       35 , -3.77348386E-01 ,  2.27413168E+00 ,  4.24722780E-06 ,  8.92101625E-06
      43 ,       35 , -1.49960314E-01 ,  2.34474108E+00 , -1.40804448E-06 , -3.42767124E-06
      44 ,       35 ,  8.01821436E-02 ,  2.39332744E+00 ,  1.45400558E-05 ,  1.65218653E-06
      45 ,       35 ,  3.11878297E-01 ,  2.42038629E+00 ,  2.66633261E-05 ,  1.05768627E-05
      46 ,       35 ,  5.44087707E-01 ,  2.42622709E+00 ,  3.32733324E-05 , -6.61661690E-05
      47 ,       35 ,  7.75833543E-01 ,  2.41095209E+00 ,  4.78756512E-05 ,  2.56795369E-05
      48 ,       35 ,  1.00610746E+00 ,  2.37445704E+00 , -1.17305587E-04 ,  2.51575452E-05
      49 ,       35 ,  1.23377610E+00 ,  2.31645247E+00 ,  1.20644253E-05 ,  5.02075872E-06
      50 ,       35 ,  1.45748930E+00 ,  2.23650689E+00 ,  1.26753263E-05 ,  6.57504896E-06
      51 ,       35 ,  1.67559178E+00 ,  2.13411577E+00 ,  1.12165071E-05 , -1.09457541E-05
      52 ,       35 ,  1.88604290E+00 ,  2.00880148E+00 ,  1.69748079E-06 , -1.40437376E-06
      53 ,       35 ,  2.08635389E+00 ,  1.86024968E+00 ,  2.74183249E-06 ,  2.77456194E-07
      54 ,       35 ,  2.27355755E+00 ,  1.68848506E+00 ,  3.11536731E-06 , -1.80174870E-06
      55 ,       35 ,  2.44423104E+00 ,  1.49408277E+00 ,  1.62590450E-06 , -9.60985832E-07
      56 ,       35 ,  2.59459588E+00 ,  1.27840085E+00 , -4.17633110E-07 ,  1.16323550E-06
      57 ,       35 ,  2.72071640E+00 ,  1.04380325E+00 , -2.38731453E-06 , -5.30747049E-07
      58 ,       35 ,  2.81880584E+00 ,  7.93826496E-01 ,  1.92428688E-06 ,  1.14007849E-06
      59 ,       35 ,  2.88562401E+00 ,  5.33232526E-01 ,  2.58324982E-06 ,  2.39344290E-05
      60 ,       35 ,  2.91891726E+00 ,  2.67895327E-01 ,  4.90644864E-06 ,  1.01568277E-04
      61 ,       35 ,  2.91782008E+00 ,  4.49771902E-03 ,  2.87644363E-05 , -5.09126048E-04
       1 ,       36 ,  3.19851477E+00 ,  6.08832296E-03 , -3.78930394E-05 ,  2.63056580E-04
       2 ,       36 ,  3.20148917E+00 , -2.85143864E-01 ,  1.85296691E-05 ,  3.54024440E-05
       3 ,       36 ,  3.16740411E+00 , -5.78300771E-01 , -7.47839413E-06 ,  3.62614531E-06
       4 ,       36 ,  3.09716290E+00 , -8.66514058E-01 ,  1.51235406E-06 ,  1.33954301E-06
       5 ,       36 ,  2.99301284E+00 , -1.14373527E+00 ,  5.94849516E-07 ,  3.65779999E-07
       6 ,       36 ,  2.85815880E+00 , -1.40500576E+00 ,  2.36868717E-07 ,  8.41449378E-08
       7 ,       36 ,  2.69634930E+00 , -1.64655396E+00 , -1.50431352E-08 ,  1.55679969E-07
       8 ,       36 ,  2.51150371E+00 , -1.86574321E+00 ,  2.35805246E-07 , -1.78767254E-07
       9 ,       36 ,  2.30742321E+00 , -2.06091642E+00 ,  1.22021283E-07 ,  1.92465524E-07
      10 ,       36 ,  2.08759947E+00 , -2.23118776E+00 , -7.67748415E-08 , -2.24855953E-06
      11 ,       36 ,  1.85511426E+00 , -2.37622308E+00 ,  6.06947637E-07 , -7.71367983E-07
      12 ,       36 ,  1.61261232E+00 , -2.49603699E+00 ,  2.50241991E-07 ,  4.42383420E-07
      13 ,       36 ,  1.36232666E+00 , -2.59082108E+00 , -9.99856193E-07 ,  2.05965479E-06
      14 ,       36 ,  1.10613812E+00 , -2.66080834E+00 , -5.26862524E-06 ,  1.80285800E-06
      15 ,       36 ,  8.45655287E-01 , -2.70617268E+00 ,  8.55454683E-06 ,  3.45476643E-06
      16 ,       36 ,  5.82305581E-01 , -2.72696003E+00 ,  3.19712680E-07 ,  6.06722464E-06
      17 ,       36 ,  3.17432435E-01 , -2.72304737E+00 ,  6.40289847E-08 , -1.53278443E-08
      18 ,       36 ,  5.23957440E-02 , -2.69412744E+00 , -1.53616497E-06 , -3.19503111E-06
      19 ,       36 , -2.11325993E-01 , -2.63971870E+00 ,  2.91966086E-06 , -3.93930514E-06
      20 ,       36 , -4.72033933E-01 , -2.55920242E+00 , -3.82765658E-06 ,  2.66228147E-06
      21 ,       36 , -7.27711466E-01 , -2.45189019E+00 , -7.01032682E-07 , -1.20587485E-06
      22 ,       36 , -9.75938141E-01 , -2.31712593E+00 , -1.01197162E-06 ,  1.36465242E-06
      23 ,       36 , -1.21382606E+00 , -2.15442490E+00 , -3.12342914E-06 ,  4.42898001E-07
      24 ,       36 , -1.43799411E+00 , -1.96364871E+00 , -3.88523347E-07 , -1.57427006E-06
      25 ,       36 , -1.64459873E+00 , -1.74520809E+00 , -6.14471312E-07 ,  1.38838248E-07
      26 ,       36 , -1.82943960E+00 , -1.50027509E+00 , -2.89899317E-07 ,  3.01749446E-07
      27 ,       36 , -1.98815359E+00 , -1.23097444E+00 ,  6.37370780E-07 ,  6.30013917E-08
      28 ,       36 , -2.11649604E+00 , -9.40513190E-01 ,  9.18340481E-09 , -1.01073316E-07
      29 ,       36 , -2.21068795E+00 , -6.33204542E-01 ,  1.08378635E-05 ,  1.84533313E-06
      30 ,       36 , -2.26778246E+00 , -3.14351480E-01 , -4.99084067E-05 ,  8.39328133E-06
      31 ,       36 , -2.28598517E+00 ,  1.00189386E-02 ,  6.55440120E-05 , -2.14700087E-05
      32 ,       36 , -2.26485982E+00 ,  3.33543052E-01 , -2.50621103E-05 ,  1.28476947E-05
      33 ,       36 , -2.20537093E+00 ,  6.49966939E-01 , -2.79148113E-07 ,  1.57485955E-07
      34 ,       36 , -2.10975358E+00 ,  9.53570297E-01 ,  1.19114741E-07 , -9.32503385E-07
      35 ,       36 , -1.98124286E+00 ,  1.23949400E+00 , -5.79754979E-08 , -8.89336005E-07
      36 ,       36 , -1.82372512E+00 ,  1.50392716E+00 , -2.77331679E-07 , -5.76177872E-07
      37 ,       36 , -1.64137971E+00 ,  1.74414740E+00 , -4.72386664E-07 , -3.46509480E-07
      38 ,       36 , -1.43836693E+00 ,  1.95843906E+00 , -7.77090103E-07 , -3.02750533E-07
      39 ,       36 , -1.21859453E+00 ,  2.14593044E+00 , -1.07168473E-06 , -8.57943719E-07
      40 ,       36 , -9.85571770E-01 ,  2.30639269E+00 ,  1.32787702E-06 ,  7.66226987E-07
      41 ,       36 , -7.42343672E-01 ,  2.44003500E+00 , -5.27071834E-06 , -1.75537635E-06
      42 ,       36 , -4.91489024E-01 ,  2.54731934E+00 ,  4.49639617E-06 ,  7.79217761E-06
      43 ,       36 , -2.35163818E-01 ,  2.62880674E+00 ,  1.21766428E-06 , -1.31505968E-06
      44 ,       36 ,  2.48264139E-02 ,  2.68503922E+00 ,  1.16161009E-05 ,  3.50922870E-06
      45 ,       36 ,  2.86938047E-01 ,  2.71645623E+00 ,  4.91067633E-06 ,  1.35561446E-05
      46 ,       36 ,  5.49793207E-01 ,  2.72334219E+00 ,  2.25146904E-05 , -6.65540238E-05
      47 ,       36 ,  8.12081164E-01 ,  2.70580132E+00 , -1.01013929E-05 ,  1.03838733E-05
      48 ,       36 ,  1.07245997E+00 ,  2.66375734E+00 , -5.11065590E-05 ,  2.05288916E-05
      49 ,       36 ,  1.32945983E+00 ,  2.59697676E+00 ,  2.91304042E-05 ,  9.37328016E-06
      50 ,       36 ,  1.58138977E+00 ,  2.50511732E+00 ,  4.57089579E-06 ,  6.46641987E-06
      51 ,       36 ,  1.82625069E+00 ,  2.38780415E+00 ,  2.04201591E-06 , -8.67484602E-06
      52 ,       36 ,  2.06166064E+00 ,  2.24473789E+00 ,  2.97591189E-06 , -3.35499431E-07
      53 ,       36 ,  2.28480238E+00 ,  2.07583796E+00 ,  3.06693319E-06 , -3.91055180E-07
      54 ,       36 ,  2.49240799E+00 ,  1.88142137E+00 ,  5.39715769E-07 ,  7.64176208E-07
      55 ,       36 ,  2.68079957E+00 ,  1.66241058E+00 ,  9.78821107E-07 , -1.07503501E-06
      56 ,       36 ,  2.84600653E+00 ,  1.42055371E+00 , -7.08179038E-07 , -2.55929415E-07
      57 ,       36 ,  2.98397607E+00 ,  1.15862653E+00 , -2.41919924E-06 , -3.10433543E-07
      58 ,       36 ,  3.09088023E+00 ,  8.80572643E-01 ,  8.51905216E-07 ,  2.04128436E-06
      59 ,       36 ,  3.16350079E+00 ,  5.91531497E-01 ,  4.90750939E-06 , -2.17392190E-06
      60 ,       36 ,  3.19964424E+00 ,  2.97711001E-01 ,  8.26067180E-06 , -3.21228557E-05
      61 ,       36 ,  3.19851477E+00 ,  6.08832296E-03 ,  1.03170997E-05 , -2.97949277E-04
       1 ,       37 ,  3.52992986E+00 ,  7.80466378E-03 , -3.79365702E-05 ,  1.92829146E-04
       2 ,       37 ,  3.53558444E+00 , -3.16087277E-01 ,  1.57272135E-05 ,  2.95316166E-05
       3 ,       37 ,  3.49937820E+00 , -6.43338741E-01 , -6.12082046E-06 ,  2.60674099E-06
       4 ,       37 ,  3.42268348E+00 , -9.65997194E-01 ,  1.30520775E-06 ,  1.17038681E-06
       5 ,       37 ,  3.30803125E+00 , -1.27725701E+00 ,  3.75960520E-07 ,  2.93717463E-07
       6 ,       37 ,  3.15883563E+00 , -1.57154910E+00 ,  1.77087758E-07 ,  3.71942233E-08
       7 ,       37 ,  2.97905200E+00 , -1.84456565E+00 ,  3.36958105E-08 , -8.25177587E-08
       8 ,       37 ,  2.77284190E+00 , -2.09318835E+00 , -4.63296673E-07 , -1.17786194E-07
       9 ,       37 ,  2.54429567E+00 , -2.31533465E+00 , -1.31793786E-07 , -3.92499638E-07
      10 ,       37 ,  2.29723661E+00 , -2.50975546E+00 , -2.45631790E-07 ,  2.55353988E-07
      11 ,       37 ,  2.03510842E+00 , -2.67581827E+00 ,  1.02395708E-06 , -2.36689100E-06
      12 ,       37 ,  1.76093433E+00 , -2.81330190E+00 ,  3.09970380E-07 ,  2.73445761E-07
      13 ,       37 ,  1.47733115E+00 , -2.92221830E+00 ,  5.07194207E-07 ,  9.63660593E-07
      14 ,       37 ,  1.18656146E+00 , -3.00266831E+00 , -2.47123982E-06 ,  1.88363974E-06
      15 ,       37 ,  8.90610488E-01 , -3.05473256E+00 ,  6.82112050E-06 ,  1.98735934E-06
      16 ,       37 ,  5.91277849E-01 , -3.07839551E+00 ,  3.44110068E-07 ,  2.86042279E-06
      17 ,       37 ,  2.90277675E-01 , -3.07350004E+00 ,  5.40984453E-07 ,  1.16429145E-06
      18 ,       37 , -1.06567934E-02 , -3.03973103E+00 ,  2.31377738E-06 , -6.06988660E-06
      19 ,       37 , -3.09667260E-01 , -2.97662746E+00 , -6.89119471E-08 , -1.53634873E-06
      20 ,       37 , -6.04666491E-01 , -2.88362464E+00 , -1.72193507E-06 , -8.28710912E-07
      21 ,       37 , -8.93241660E-01 , -2.76012897E+00 , -5.60137418E-07 , -1.15531453E-06
      22 ,       37 , -1.17257292E+00 , -2.60562793E+00 , -5.47933289E-07 ,  1.59609821E-06
      23 ,       37 , -1.43937875E+00 , -2.41983609E+00 , -4.19300861E-07 ,  1.58041498E-07
      24 ,       37 , -1.68990316E+00 , -2.20287378E+00 , -1.38542190E-06 , -6.09855325E-07
      25 ,       37 , -1.91996171E+00 , -1.95546838E+00 , -6.25240868E-08 ,  7.60314053E-08
      26 ,       37 , -2.12506249E+00 , -1.67915826E+00 ,  2.51573048E-07 , -4.02948827E-08
      27 ,       37 , -2.30061112E+00 , -1.37646935E+00 , -1.70704956E-08 , -2.48064222E-07
      28 ,       37 , -2.44219598E+00 , -1.05102599E+00 , -2.44916645E-07 , -1.29016763E-07
      29 ,       37 , -2.54592988E+00 , -7.07556554E-01 ,  7.72728384E-06 ,  1.20114387E-06
      30 ,       37 , -2.60880330E+00 , -3.51765052E-01 , -3.84567776E-05 ,  5.78507990E-06
      31 ,       37 , -2.62898858E+00 ,  9.93652184E-03 ,  5.14119183E-05 , -1.93461023E-05
      32 ,       37 , -2.60603363E+00 ,  3.70807461E-01 , -2.01268747E-05 ,  1.33824959E-05
      33 ,       37 , -2.54090233E+00 ,  7.24211241E-01 , -3.45476100E-07 ,  6.55916126E-07
      34 ,       37 , -2.43585301E+00 ,  1.06402822E+00 , -4.08322898E-08 , -3.70951782E-07
      35 ,       37 , -2.29418361E+00 ,  1.38498069E+00 , -1.35836537E-07 , -3.67595488E-07
      36 ,       37 , -2.11989848E+00 ,  1.68282831E+00 , -2.73318440E-07 , -1.85975529E-07
      37 ,       37 , -1.91735960E+00 ,  1.95442496E+00 , -3.79080410E-07 , -1.74608468E-08
      38 ,       37 , -1.69097479E+00 ,  2.19765659E+00 , -3.53131276E-07 ,  2.60972268E-07
      39 ,       37 , -1.44495582E+00 ,  2.41129573E+00 , -2.48919871E-09 ,  1.14211773E-06
      40 ,       37 , -1.18315862E+00 ,  2.59481191E+00 ,  1.30052531E-07 ,  1.47320180E-06
      41 ,       37 , -9.09001825E-01 ,  2.74817151E+00 , -3.90665826E-06 , -1.13611870E-06
      42 ,       37 , -6.25450391E-01 ,  2.87165099E+00 ,  4.02268393E-06 ,  6.20771022E-06
      43 ,       37 , -3.35048094E-01 ,  2.96567753E+00 ,  3.08175743E-06 , -5.04351543E-07
      44 ,       37 , -3.99830900E-02 ,  3.03070321E+00 ,  1.19068252E-05 ,  3.07081855E-06
      45 ,       37 ,  2.57826177E-01 ,  3.06711354E+00 , -7.83220109E-06 ,  1.35959820E-05
      46 ,       37 ,  5.56634041E-01 ,  3.07516848E+00 ,  3.83264078E-06 , -4.48371470E-05
      47 ,       37 ,  8.54765876E-01 ,  3.05497336E+00 , -2.85954431E-05 ,  4.88256107E-06
      48 ,       37 ,  1.15051546E+00 ,  3.00647749E+00 , -2.75464413E-05 ,  1.25734263E-05
      49 ,       37 ,  1.44204421E+00 ,  2.92949989E+00 ,  1.58243698E-05 ,  6.36620236E-06
      50 ,       37 ,  1.72728526E+00 ,  2.82378305E+00 ,  1.16192690E-06 ,  3.33548003E-06
      51 ,       37 ,  2.00385657E+00 ,  2.68907691E+00 , -1.56083583E-06 , -5.41643859E-06
      52 ,       37 ,  2.26899011E+00 ,  2.52525597E+00 ,  2.76901032E-06 , -1.41237764E-06
      53 ,       37 ,  2.51948764E+00 ,  2.33247112E+00 ,  1.68419118E-06 , -4.40538093E-07
      54 ,       37 ,  2.75171742E+00 ,  2.11133433E+00 ,  1.35159318E-06 , -4.85565625E-07
      55 ,       37 ,  2.96166899E+00 ,  1.86312801E+00 ,  3.85941348E-07 , -5.08524461E-07
      56 ,       37 ,  3.14508252E+00 ,  1.59002124E+00 , -6.81203694E-07 , -3.89020266E-07
      57 ,       37 ,  3.29766272E+00 ,  1.29526488E+00 , -2.07057787E-06 ,  5.24445332E-07
      58 ,       37 ,  3.41537253E+00 ,  9.83329823E-01 , -1.86797950E-07 ,  6.71050543E-07
      59 ,       37 ,  3.49477842E+00 ,  6.59955293E-01 ,  4.42212594E-06 ,  1.19235026E-07
      60 ,       37 ,  3.53339165E+00 ,  3.32095864E-01 ,  7.28929885E-06 ,  5.10462494E-05
      61 ,       37 ,  3.52992986E+00 ,  7.80466378E-03 ,  2.71175900E-05 , -3.45768713E-04
       1 ,       38 ,  3.90984040E+00 ,  9.73381483E-03 , -3.29470263E-05 ,  1.88218484E-04
       2 ,       38 ,  3.91783408E+00 , -3.51404462E-01 ,  9.96066583E-06 ,  2.57644144E-05
       3 ,       38 ,  3.87911962E+00 , -7.17413011E-01 , -5.27734950E-06 ,  1.49435595E-06
       4 ,       38 ,  3.79510614E+00 , -1.07926207E+00 ,  9.37133344E-07 ,  9.49044412E-07
       5 ,       38 ,  3.66848366E+00 , -1.42927524E+00 ,  2.58784452E-07 ,  2.21039606E-07
       6 ,       38 ,  3.50287949E+00 , -1.76115903E+00 ,  2.19486366E-07 ,  1.31165127E-08
       7 ,       38 ,  3.30250392E+00 , -2.06998164E+00 ,  1.76682072E-07 , -6.59933069E-08
       8 ,       38 ,  3.07181763E+00 , -2.35207880E+00 , -1.77847181E-07 , -3.76873068E-07
       9 ,       38 ,  2.81525470E+00 , -2.60489342E+00 ,  4.67077227E-08 , -5.53637832E-07
      10 ,       38 ,  2.53702086E+00 , -2.82677263E+00 , -2.65174739E-07 , -5.33470561E-07
      11 ,       38 ,  2.24097056E+00 , -3.01675025E+00 , -1.03438450E-06 , -7.26713971E-07
      12 ,       38 ,  1.93055464E+00 , -3.17433791E+00 ,  7.30320888E-07 , -2.76966660E-07
      13 ,       38 ,  1.60882445E+00 , -3.29934049E+00 ,  1.53580393E-06 ,  2.05014923E-07
      14 ,       38 ,  1.27847742E+00 , -3.39170394E+00 , -7.49882842E-07 ,  2.16691508E-06
      15 ,       38 ,  9.41930791E-01 , -3.45139823E+00 ,  1.24947972E-06 ,  2.20160082E-06
      16 ,       38 ,  6.01413425E-01 , -3.47833482E+00 ,  1.13033887E-06 ,  1.65817211E-06
      17 ,       38 ,  2.59068158E-01 , -3.47231728E+00 ,  2.29780764E-07 ,  5.50067643E-07
      18 ,       38 , -8.29403647E-02 , -3.43302373E+00 ,  2.04479026E-06 , -2.30379374E-06
      19 ,       38 , -4.22316838E-01 , -3.36002105E+00 ,  4.21969450E-07 ,  1.81173808E-07
      20 ,       38 , -7.56530131E-01 , -3.25281184E+00 , -8.42476526E-07 , -2.51708885E-07
      21 ,       38 , -1.08271811E+00 , -3.11091597E+00 , -7.48011386E-07 ,  5.84479796E-07
      22 ,       38 , -1.39761135E+00 , -2.93398777E+00 , -1.83214026E-06 ,  1.97913227E-07
      23 ,       38 , -1.69748756E+00 , -2.72196828E+00 ,  1.37844902E-07 , -8.04153586E-07
      24 ,       38 , -1.97817145E+00 , -2.47526708E+00 , -3.17995415E-07 ,  5.69189994E-08
      25 ,       38 , -2.23509554E+00 , -2.19496167E+00 ,  4.52140887E-07 ,  1.33684391E-07
      26 ,       38 , -2.46343556E+00 , -1.88299355E+00 ,  8.16623978E-07 ,  7.12880564E-08
      27 ,       38 , -2.65832630E+00 , -1.54233121E+00 ,  1.75052289E-08 ,  4.07135488E-08
      28 ,       38 , -2.81515127E+00 , -1.17706376E+00 ,  2.19115887E-08 ,  1.43290890E-08
      29 ,       38 , -2.92988082E+00 , -7.92389849E-01 ,  5.18459580E-06 ,  7.33643150E-07
      30 ,       38 , -2.99941526E+00 , -3.94477608E-01 , -2.92609155E-05 ,  5.08224722E-06
      31 ,       38 , -3.02187634E+00 ,  9.80631005E-03 ,  3.99334713E-05 , -1.59886258E-05
      32 ,       38 , -2.99679156E+00 ,  4.13271184E-01 , -1.58040700E-05 ,  1.09111830E-05
      33 ,       38 , -2.92513289E+00 ,  8.08826044E-01 , -2.02084528E-07 ,  3.79702875E-07
      34 ,       38 , -2.80920223E+00 ,  1.18988515E+00 , -5.22338345E-08 , -2.96649185E-07
      35 ,       38 , -2.65238889E+00 ,  1.55069289E+00 , -1.39770044E-07 , -2.63741417E-07
      36 ,       38 , -2.45884872E+00 ,  1.88652780E+00 , -2.54695220E-07 , -1.66953684E-07
      37 ,       38 , -2.23316224E+00 ,  2.19377491E+00 , -3.82534363E-07 , -1.26512942E-07
      38 ,       38 , -1.98002206E+00 ,  2.46988153E+00 , -4.71554272E-07 , -6.76083711E-08
      39 ,       38 , -1.70398263E+00 ,  2.71322765E+00 , -9.49794996E-07 , -7.43073793E-08
      40 ,       38 , -1.40928727E+00 ,  2.92294717E+00 ,  7.83863954E-08 ,  5.99835872E-07
      41 ,       38 , -1.09977164E+00 ,  3.09873242E+00 , -2.21533750E-06 , -8.16324107E-07
      42 ,       38 , -7.78833527E-01 ,  3.24064646E+00 ,  3.88092717E-06 ,  4.96249182E-06
      43 ,       38 , -4.49454381E-01 ,  3.34895874E+00 ,  4.91770863E-06 ,  5.77873738E-07
      44 ,       38 , -1.14257805E-01 ,  3.42401231E+00 ,  1.10483479E-05 ,  2.34766070E-06
      45 ,       38 ,  2.24407747E-01 ,  3.46612509E+00 , -1.14191490E-05 ,  1.18629676E-05
      46 ,       38 ,  5.64372024E-01 ,  3.47552486E+00 , -1.19575570E-06 , -3.54379570E-05
      47 ,       38 ,  9.03538936E-01 ,  3.45231642E+00 , -2.50947841E-05 , -6.41412764E-08
      48 ,       38 ,  1.23978051E+00 ,  3.39647933E+00 , -9.23039383E-06 ,  8.06313201E-06
      49 ,       38 ,  1.57083285E+00 ,  3.30789591E+00 ,  6.82277631E-06 ,  4.89311059E-06
      50 ,       38 ,  1.89419828E+00 ,  3.18640994E+00 ,  3.24100271E-06 ,  9.63129624E-07
      51 ,       38 ,  2.20705903E+00 ,  3.03191793E+00 , -2.99608125E-06 , -5.25021024E-07
      52 ,       38 ,  2.50621033E+00 ,  2.84449459E+00 ,  2.10563405E-06 , -6.30888870E-07
      53 ,       38 ,  2.78802370E+00 ,  2.62455251E+00 ,  1.61492159E-06 , -1.38229027E-08
      54 ,       38 ,  3.04845429E+00 ,  2.37303286E+00 ,  1.12561069E-06 , -1.07751777E-07
      55 ,       38 ,  3.28310741E+00 ,  2.09161742E+00 ,  3.24979694E-07 , -5.57284990E-07
      56 ,       38 ,  3.48737806E+00 ,  1.78294462E+00 , -3.66936679E-07 , -7.68390245E-07
      57 ,       38 ,  3.65666976E+00 ,  1.45080443E+00 , -1.54240952E-06 , -1.03216884E-07
      58 ,       38 ,  3.78668644E+00 ,  1.10028318E+00 , -7.37459708E-07 , -6.18465837E-07
      59 ,       38 ,  3.87377348E+00 ,  7.37835072E-01 ,  3.82951618E-06 ,  3.08088314E-06
      60 ,       38 ,  3.91527033E+00 ,  3.71276958E-01 ,  8.76293797E-06 , -2.38877914E-05
      61 ,       38 ,  3.90984040E+00 ,  9.73381483E-03 ,  1.75969650E-05 , -2.29975227E-04
       1 ,       39 ,  4.34399988E+00 ,  1.18990527E-02 , -2.80947819E-05 ,  1.67324160E-04
       2 ,       39 ,  4.35411540E+00 , -3.91705221E-01 ,  6.44711369E-06 ,  2.25735272E-05
       3 ,       39 ,  4.31231561E+00 , -8.01703304E-01 , -4.17254107E-06 ,  8.87303739E-07
       4 ,       39 ,  4.21989768E+00 , -1.20799897E+00 ,  7.48518589E-07 ,  8.26044721E-07
       5 ,       39 ,  4.07963377E+00 , -1.60197804E+00 ,  1.77447002E-07 ,  1.85145244E-07
       6 ,       39 ,  3.89534708E+00 , -1.97653290E+00 ,  1.54971695E-07 ,  2.37054438E-08
       7 ,       39 ,  3.67152102E+00 , -2.32602127E+00 ,  1.16137585E-07 , -3.18215121E-08
       8 ,       39 ,  3.41295134E+00 , -2.64615722E+00 ,  3.18077367E-08 , -1.06759782E-07
       9 ,       39 ,  3.12445996E+00 , -2.93384376E+00 , -1.35714055E-07 , -2.15888652E-07
      10 ,       39 ,  2.81068364E+00 , -3.18696728E+00 , -2.92248449E-07 , -3.29732467E-07
      11 ,       39 ,  2.47593986E+00 , -3.40417760E+00 , -6.30664818E-07 ,  1.06600488E-07
      12 ,       39 ,  2.12416306E+00 , -3.58467511E+00 , -8.35533777E-07 , -9.17475592E-07
